upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P0AD33,yfcZ,2,77.69,10292.70137,451.4542039463,447.8524038763,1380.7000847218,734.6094055438
P77293,yfdH,7,384.21,34595.50641,265.5045341302,228.6806528445,266.3371967031,246.7555891722
P76507,yfdI,5,272.52,51431.8398300001,168.8523176782,122.6526974168,124.0010774087,91.2160368794
P77434,yfdZ,4,203.46,46168.71805,107.9716057,159.3472143725,52.2710463537,70.9170488912
P23842,yfeA,1,84.34,83451.8821500002,6.443637268,7.1039065044,5.9367317592,5.6362717138
P76536,yfeX,12,731.71,33013.46217,572.9250625034,558.8165359918,851.2062315492,408.0510447662
P76537,yfeY,4,276.87,20866.10587,248.4310900741,259.6261857732,350.4267934148,275.1714301255
P24178,yffB,4,224.48,13573.86528,159.4640203484,197.5754940479,293.6157849228,247.6926343201
P76550,yffS,6,290.87,29714.05213,156.5114619392,185.365502355,225.8730784892,253.5909276837
P66948,yfgC,10,629.19,53856.3246400001,198.3693255562,197.8615597097,180.0456972092,177.0523811483
P76569,yfgD,3,160.34,13372.08984,1065.5189614446,695.3390567366,667.3244015318,538.5194940985
P77774,yfgL,11,757.51,41843.3190100001,849.1694622042,783.7710800237,1176.4724645934,927.7404098364
P76576,yfgM,10,656.68,22144.4226,854.258949034,672.3053605154,719.9416505135,742.5817372089
P0AFU4,yfhA,2,91.61,49099.7811900001,10.3622987339,16.270794743,39.1777799501,23.2508863845
P76578,yfhM,25,1201.85,181455.417910001,97.5890058652,127.9621039314,172.9988370185,159.5088569088
P0AGJ5,yfiF,12,905.03,37743.03444,833.6640864045,680.6525078263,1231.7264976651,834.6563795222
P33644,yfiH,2,82.33,26304.0757,26.9880290667,24.0668005454,29.1133473198,20.328133643
P11289,yfiL,1,58.12,13177.30912,7.8169168503,48.9388228975,251.7795671136,67.4027902242
P0AC02,yfiO,11,796.36,27793.80498,1088.8857410048,1006.6545785237,1030.0273461985,818.8431673992
P76594,yfiQ,8,416.66,97907.9564100001,20.3913053807,135.5584074993,177.2001847939,218.5778751453
P52119,yfjF,3,224.35,10764.80442,120.7417745385,114.4107069506,101.4030011587,114.3899367575
P0ADQ7,ygaM,3,217.39,12262.07752,685.9157307205,822.9210639758,1397.1480931219,649.1271857128
P55734,ygaP,2,130.25,18608.89687,78.3242066407,64.4737153179,170.0988776555,181.5453331221
P0ADE6,ygaU,12,786.84,16035.27366,1703.5480025793,2707.8993832919,10591.6145862721,3155.5210017364
P64554,ygcF,4,162.73,24995.63713,124.2636861181,125.0726808608,153.5602920592,85.3292343255
P38506,ygdG,1,69.85,28130.36423,26.5506563221,44.4273735913,41.8320705723,115.6563426796
P0ADR8,ygdH,18,1005.7,50921.2006400001,352.3583220903,442.4626723308,461.4116494695,481.9315587889
P65292,ygdI,3,258.33,8150.86723,1406.6765563095,1582.7184601279,6260.192338804,2383.7638396211
P0AGF2,ygdK,4,412.98,15912.30672,231.9785922847,164.6061538521,272.471948463,187.7833008951
Q46927,ygdL,3,135.3,28525.62512,128.8529987247,113.4287665545,103.9505405684,112.340539352
P65294,ygdR,2,72.33,7853.82589,861.3283646729,430.3231908032,746.8410579334,341.4392175957
P03813,ygeA,2,55.71,25213.74597,30.3208638517,22.0075765956,26.6123244618,20.3097717356
Q46798,ygeR,4,191.57,26529.88379,41.8095835734,34.5199014511,45.4659600508,63.9981611971
Q46802,ygeV,7,353.94,66036.4981900002,95.8906413102,88.8081750328,246.8585865309,136.6828481708
P0A8C4,ygfB,2,164.5,21198.07347,610.1300567254,534.5854071636,545.6675487086,615.2941360356
P0ADE8,ygfZ,20,1377.69,36053.36943,1327.6118382879,1543.4031122944,1444.6882667092,1334.9606752578
P0ADS6,yggE,5,366.87,26600.77371,482.4014957503,503.3880032202,916.7895385201,790.8532257735
P25894,yggG,5,496.68,26807.19132,317.7353069335,434.5889375723,784.1478742942,531.6403190234
P38521,yggL,3,205.02,12854.35611,1163.8194149148,1139.5028074142,2067.6594708594,1427.1123010765
P0ADS9,yggN,9,464.48,26394.56679,292.6501693537,263.5159554434,380.0885566841,293.6472524834
P67080,yggS,5,398.1,25753.32927,174.6244668409,219.6663302086,131.4126768516,153.0815629095
P64564,yggT,2,120.35,21134.83764,266.6529025712,210.5126656379,285.8968851353,240.778829642
P52060,yggU,1,45.94,10431.76399,55.1956476857,51.2722166234,64.9287443582,114.2006743083
P52062,yggW,4,122.82,42539.39821,44.0093361036,35.9967278864,37.0769572699,37.5862938535
P0A8P3,yggX,16,728.02,10927.41601,2591.2153349859,2148.4512091899,2212.3487422343,2389.7336744457
P0AG84,yghA,10,573.36,31450.32209,214.7007740925,246.8748035092,1390.3774979441,510.9819820188
Q46845,yghU,10,644.66,32353.38694,822.1013639053,1404.817413965,1130.5658874603,1215.0791984662
Q46851,yghZ,13,670.42,38789.70115,176.0658977873,983.4031877896,817.8970664863,1284.3353218515
P0ADT2,ygiB,3,188.61,23446.17182,283.9109956458,369.9192159088,242.1427898376,162.6376318885
P0ADT5,ygiC,5,217.49,44979.1626,114.9551912232,144.3637281204,122.5602281222,182.9483371311
P30871,ygiF,13,808.78,48340.9311000001,430.2524961754,366.786009947,406.4229298556,347.4146278248
P0ADT8,ygiM,8,436.9,23044.13941,472.2818167104,406.9065209274,502.6207769877,414.5724999241
P0ADU2,ygiN,4,165.99,11506.80837,396.4111216334,632.220048367,485.1783446067,624.3866758233
Q46863,ygiS,3,145.23,60638.1630700001,19.8917801354,68.411720249,27.9551751586,75.5386025399
P0ADU5,ygiW,6,349.76,13984.04637,1150.783981482,1295.7246364097,5201.4921939483,2004.4349649297
P42599,ygjR,6,437.11,36173.29961,264.5907678343,453.0714088595,628.7120251076,511.038282077
P67660,yhaJ,6,299.57,33217.50249,117.8096421563,112.7899768927,73.8354514441,128.1745855463
P0AFX0,yhbH,3,185.48,10725.60191,1161.7056641477,1845.1942141348,2017.8583151393,1591.4204494666
P0A894,yhbJ,9,554.93,32453.73402,391.6346934552,350.3080670187,345.9780601798,343.6059931068
P45470,yhbO,6,256.63,18828.85417,169.9247485648,155.9997395786,650.6262674425,221.1909273259
P67762,yhbP,1,37.56,16747.64911,19.5081230715,12.9938728197,3.8679149777,11.0618259452
P63417,yhbS,6,327.15,18504.27117,495.9051727222,530.2850016122,825.4098843881,774.5197173052
P0ADV5,yhbW,4,173.77,37087.72888,186.442699199,182.9223747121,204.5915674878,130.60476753
P0AGK4,yhbY,4,165.46,10759.04069,1393.9270765864,1096.1862989692,811.9531591094,1174.264506624
P0ADW3,yhcB,10,695.93,14933.50295,1996.7017594011,1873.4016101882,2422.2698967583,2210.2250736353
P64612,yhcM,4,213.69,43018.03749,134.8438697801,127.1169885893,88.3375959041,102.5897921171
P64616,yhcO,1,36.45,10771.36875,99.1239188491,43.6072901431,320.0189075839,78.0243782655
P25536,yhdE,2,153.78,21484.15183,216.9439489918,170.9128802126,160.6471521752,158.4318995316
P26646,yhdH,10,671,34683.88067,695.4869214329,873.5511056531,979.8796321211,998.3808522062
P64624,yheO,7,438.17,26785.62808,422.1555384139,363.0565760866,310.2080074195,286.1670380284
P63389,yheS,18,866.78,71781.0430600001,187.700961194,171.3140838998,158.0855905416,159.3213446054
P67624,yheU,1,49.35,8446.2252,143.1982687339,182.6120057327,211.0561163813,74.6957595849
P0ADX1,yhfA,7,325.62,14489.33748,1034.1823159215,805.9838075147,1170.6942724979,1033.8922278811
P0ADX5,yhfG,1,108.42,6576.51859,129.9354057206,175.156771205,1525.480030139,604.8617737735
P46837,yhgF,26,1551.24,85048.9374300004,600.5877405136,377.8630600765,459.3808778237,350.9229348521
P0ADX7,yhhA,9,684.73,16595.39276,377.4578405662,395.2469252411,9438.0331597851,2962.3981846883
P37613,yhhK,2,99.81,14478.34645,77.3928680212,74.0922900466,62.3825376258,82.2495906676
P37614,yhhL,1,35.98,10226.7809,46.2153510451,37.9281505598,63.8937461564,46.9507143034
P46852,yhhW,4,139.39,26244.93963,187.4154260403,201.1127074061,281.9015796674,237.3457488594
P46853,yhhX,9,555.86,38722.71557,422.1775772771,347.9809724275,565.1704587296,456.4019647518
P37626,yhiI,12,754.1,38786.71563,193.495101378,299.2845849181,262.0366153901,403.4324865797
P37634,yhiR,4,151.27,31903.75488,146.5224329049,141.4456234462,210.152680271,139.0091975009
P37642,yhjD,3,163.14,37869.22146,97.5139467974,82.5638779165,348.1115391067,153.5254489508
P37643,yhjE,4,417.74,47159.4352400001,1098.0598800903,551.4272677932,40.685778377,20.7226554883
P37645,yhjG,10,458.25,74393.2067000003,81.6825625699,59.0872881108,171.5703822892,70.0330943331
P37648,yhjJ,8,392.67,55474.62001,173.1534859923,125.5936998825,169.36245252,110.5906138607
P37649,yhjK,6,250.1,74315.3969100001,43.6251396593,50.8428759005,60.3526953145,53.5988009569
P37665,yiaD,4,199.79,22165.52748,163.3373951954,84.0858834445,187.028087556,117.1741838904
P0ADK0,yiaF,6,354.3,25628.95569,976.9761126301,1028.5124255287,1353.2917776812,1102.9746467567
P37671,yiaJ,5,189.3,31028.83427,130.7139261934,107.4992850342,141.7777804629,119.7698708577
P0ADK6,yibA,3,93.37,31835.55097,20.7216835988,19.7810551957,46.9725313122,17.8181070315
P0ACA1,yibF,6,323.93,22512.80566,278.3094743411,280.5346475444,237.5085610303,281.4580016702
P0ADK8,yibL,3,214.08,13669.27463,460.4435444801,304.4394947034,371.2275201719,277.5951153039
P0AG27,yibN,7,582.88,15568.47178,1891.915310991,2335.9452321346,2193.0394962693,1635.7169168355
P37690,yibP,6,223.4,46548.4282600001,55.3934561902,52.4207190458,43.5595603129,24.9814743665
Q2M7R5,yibT,4,232.06,7972.24394,890.8699313155,811.1108251679,3757.0594541069,3261.8352118124
P23839,yicC,15,803.6,33136.27252,635.4905422635,515.1923210112,497.7191758352,473.8484591948
P31433,yicH,9,667.78,62216.0713100002,137.9452057541,129.0621101529,264.8990318046,171.1791163422
P0A8Y5,yidA,6,317.18,29684.23219,443.9845117571,306.19506864,153.290561217,174.923480015
P09996,yidB,2,167.89,13760.1239,316.0325497416,302.4181195507,339.9031434109,218.5584117203
P60872,yidE,2,61.79,58883.0174200002,117.327311952,92.35794068,84.7187900199,53.3370286308
P0ADM4,yidQ,2,117.41,11799.78067,192.4108920456,383.9782060298,320.3247735305,368.7943058938
P31455,yidR,5,207.28,46139.8176000001,178.3731931941,126.3359380441,155.1408221745,152.1114361413
P0AGE6,yieF,6,470.23,20344.58726,728.8648399888,739.3292490209,725.2195638496,714.0343284704
P31475,yieP,4,209.28,26041.25646,222.9182411318,146.176404529,268.6931314038,207.9688461702
P0ADN2,yifE,12,734.63,13107.43367,4263.794721912,4935.3384449527,3226.2755162885,3112.7475278694
P0ADN6,yifL,5,245.35,7154.68883,1781.1430360852,1601.3776613778,1822.9518353864,1774.0200213088
P23305,yigA,1,37.37,26693.89682,19.7317616395,19.0065153761,1.8079100894,3.0132647708
P0ADP0,yigB,8,482.52,27086.85052,509.1460660586,497.5018534342,273.7740882872,460.0430240403
P0ADP2,yigI,3,152.94,17133.75136,141.8084055758,154.0421985959,67.9682443314,101.2759488163
P27848,yigL,6,275.2,29670.75492,298.0520292545,260.406425089,204.4533162104,183.4902240769
P0ADP9,yihD,3,174.1,10248.426,718.0747281976,588.1528637373,394.6506576739,445.5471723245
P0A8H6,yihI,6,588.17,19029.67039,742.7308333257,707.3451354967,864.372391054,616.8539595154
P0ACM9,yihL,1,50.6,26903.96131,8.2431261638,12.5857874069,3.0589299942,1.9922615936
P32144,yihW,4,183.77,28471.68182,87.1489843329,101.9308168568,83.726835773,141.1025830606
P0A8Y3,yihX,5,242.09,22699.37437,215.8719400019,462.0228320831,327.0382285972,593.2135080682
P0ADQ2,yiiD,9,507.94,37052.70236,314.1385769668,312.8260844616,263.902360494,318.6663083108
P32157,yiiM,5,329.36,25308.67636,756.3349099608,575.505842873,783.8832942427,783.8695122345
P32162,yiiS,3,148.46,10751.22245,562.6638457668,318.1354973951,1929.7016619107,639.2368719328
P32680,yjaG,3,171.69,22580.06443,175.754747294,160.1554771905,127.0833069911,157.874722874
P0AF43,yjbB,1,41.22,59411.0162100001,26.5590459927,33.1876990885,63.0338230943,36.2969212045
P32685,yjbD,2,109.95,10507.58832,248.348544243,195.936530163,259.9304904039,124.3974060891
P68206,yjbJ,7,362.6,8302.08165,442.4258039753,608.3842132851,40296.4772722283,6385.6417574777
P0AF50,yjbR,3,195.91,13492.97324,273.6404411895,372.9923270053,620.1308779632,501.5480491241
P0AF52,yjcD,3,189.74,45663.8881400001,307.7302942239,293.3368750651,479.0496772917,360.8578001824
P32703,yjcE,2,113.48,60465.7617800001,28.9967882837,24.5744904355,29.0008790501,35.088187456
P0AF54,yjcH,2,83.81,11646.25755,28.2218075167,3305.8329703201,702.6001557792,3058.7322664865
P0ACU7,yjdC,10,505.68,21899.03054,481.5347228542,434.5925868566,448.0027439499,379.4869113628
P0AF67,yjeE,2,221.11,16824.38456,376.7740774548,314.0540414722,397.5035395077,302.8293193211
P31806,yjeF,6,351.7,54598.2323600001,88.4383491047,154.1035663252,207.004571626,176.4748407053
P0AF70,yjeI,4,285.31,11932.74185,2047.5664431036,1971.7550344159,2601.1865371687,2664.5875678983
P39280,yjeK,2,92.66,38707.24591,33.8006288649,31.9448916579,4.5838269533,7.9267728586
P39285,yjeP,3,194.67,123871.75296,18.9178130156,20.3654589408,24.0919060286,26.8656861799
P0A8X0,yjgA,6,345.78,21328.29513,227.4700378403,210.7722343814,444.0032490745,365.9046957687
P27250,yjgB,6,347.99,36460.44988,235.5302528234,221.0941988673,706.4122266989,423.7807866295
P0AF93,yjgF,7,559.98,13585.13216,5833.9613734457,8988.724473162,4987.1531705565,10470.3318845239
P39334,yjgJ,3,204.96,21469.82323,141.5152891493,113.1693082131,123.0287924859,94.5215884721
P0AF96,yjgK,13,1049.13,16836.60419,6137.1689795489,8074.1588403682,4746.1752608708,6010.7250622965
P39337,yjgM,2,60.94,18592.28007,124.0272848527,55.5553768147,71.9074080235,68.8402812618
P39342,yjgR,17,1013.89,54280.3570300002,198.6548649643,244.4129800655,620.6880681,336.7037959774
P39353,yjhC,3,168.35,41339.58738,41.5483689767,66.527333211,49.3077733664,65.9500480932
P39356,yjhU,6,375.62,36070.68919,143.0440816584,172.5889442944,235.4012720146,161.9394627723
P24203,yjiA,10,771.36,35619.19065,272.2645799209,423.898184029,207.0675699171,371.7262108757
P18390,yjjA,1,74.77,17323.79744,124.4855337689,119.1057932154,118.2490770925,59.8576916984
P0A8Y1,yjjG,1,61.99,25266.64985,89.5117012874,51.7259243133,39.1078195769,19.7354990356
P39410,yjjJ,2,90.43,49707.45497,15.122292552,13.8475987052,35.4343941868,29.7908808136
P0A9W3,yjjK,31,1978.31,62386.2568500003,1706.0734622993,1775.5346954977,1479.2945587615,1830.7137857064
P39407,yjjU,2,174.68,39788.53077,66.0913389161,40.8204910264,7.9943970597,18.3956837728
P39411,yjjX,3,166.3,18183.33845,209.8521749021,125.5651381762,140.2760971439,109.9925738797
P77212,ykgC,6,308.08,48195.9118900001,35.4094004906,31.295735885,98.7957315955,40.4492303961
P0AAS0,ylaC,1,114.69,18237.49967,67.0773558424,61.7007209517,2.6741630878,8.3008642857
P75713,ylbA,1,96.59,28694.14792,46.6508007029,76.7297081703,26.2171571057,56.89024103
P0ACA7,yliJ,12,758.43,23680.16535,852.7207462178,888.9702677688,664.2945379021,865.955076483
P0AB10,ymbA,3,167.05,20603.63296,194.3807354624,161.3374755711,456.3705713739,237.346690499
P0A8D6,ymdB,6,346.01,18850.61192,240.6002033833,233.3896074306,592.7756301138,451.6701732519
P56614,ymdF,1,118.2,5861.76334,120.4733215927,139.6915572186,3675.4417203162,74.8328270628
P75974,ymfK,1,38.52,25060.52554,15.2455341968,39.2085875303,12.1249634211,27.5523347425
P0AB46,ymgD,1,116.67,11826.0528,207.3385575935,297.5997202916,239.4875556776,97.1998125146
P0ACV8,ymjA,2,144.76,9297.38439,193.2328965263,186.6625395979,122.7497908638,90.0589896699
P76112,yncA,2,50.27,19217.57217,49.7962564058,43.0500638306,21.0154865377,31.8826116247
P76113,yncB,11,744.83,37567.9955600001,310.7010019196,358.7879310569,543.6231542575,350.2525501432
P76116,yncE,18,1201.41,38571.4174,1790.9013579823,1747.5991969574,1679.0243802729,1766.0060178505
P76149,yneI,5,249.84,49668.1681600001,82.8320313535,110.64458301,22.0342987812,63.7868654469
P76170,ynfB,2,105.16,12882.61936,372.5479617506,579.7482206327,321.3174364076,1000.3452909236
P76172,ynfD,2,143.9,10452.12564,158.3857064466,151.9438159161,1350.3582280805,521.5170615877
P76193,ynhG,16,944.67,36041.90682,665.5695329192,424.7999363209,5798.3949417555,2286.4516125405
P77739,yniA,11,772.4,32420.23286,442.5820490872,561.4419252537,2280.0422053162,1814.5665146399
P76208,yniB,2,77.13,20335.7568,129.936698419,120.8858380046,196.955714335,115.2574387809
P77247,yniC,9,461.06,24296.69318,485.8872154939,469.358139247,346.3339048186,583.690617325
P0AEB7,yoaB,2,110.01,12467.33865,221.411868096,361.6190469692,244.5959052397,235.6875511198
P64490,yoaC,4,184.85,10810.35946,132.2082342825,250.1122388639,778.2953719946,287.1639074789
P0AEC0,yoaE,2,106.68,56474.0173400002,45.2479393661,52.2860085685,43.4690640409,39.2038541434
P64493,yoaF,1,95.23,8918.50923,126.5907025317,97.8692791759,47.3689822267,120.5139630709
Q2MB16,yobH,1,41.64,8490.5975,79.4843603035,57.2254797781,66.9152176021,46.0609045451
P64519,yodD,3,230.62,8556.08638,190.1155947299,185.7464247683,3865.1702390937,1403.4834013416
P33368,yohF,1,38.68,26915.75915,24.3829360051,30.8073453345,62.2691678819,16.0542014128
P0AD19,yohK,1,55.89,24435.28191,63.5907425514,74.4891250247,31.7284738271,2.3451124752
P64534,yohN,3,126.2,12440.24192,240.0082060677,297.7180707692,289.6936251468,296.0038502593
P33941,yojI,4,195.77,61495.7807400002,69.7447195752,42.1283994572,42.0894372155,41.0776212089
P0AE39,ypdB,3,166.24,28684.6737,83.5339168823,72.2521214808,191.5643664217,101.7521394915
P76524,ypdF,1,48.4,39581.32999,27.089449531,34.142144283,16.0251516461,59.3555375194
P76539,ypeA,1,126.49,16283.10396,59.2218504986,67.6439006137,27.2841028323,52.5711951319
P64429,ypfJ,7,450.96,31422.2905,279.9587435553,237.8732415323,596.6256226355,304.9248140256
P77475,yqaB,1,75.07,20748.53598,38.3827659067,47.2889304212,19.3240119174,12.5940112105
P65367,yqcA,4,254.6,16245.97352,445.1337012553,515.1460378747,528.0350477848,634.4876811608
Q46939,yqeF,2,109.02,40975.1143600001,17.3618057742,88.7867981223,5.0105707365,3.8665856484
P67603,yqfB,6,287.63,11879.8891,610.0500236329,649.5279341758,773.3082498574,785.0874642652
P0A8W5,yqgE,5,298.89,20654.80682,348.8789072431,272.4942533773,198.6634445446,259.5366649978
P0A8I1,yqgF,2,73.5,15158.94146,52.678518934,58.4392399558,75.6025478575,60.3533130002
Q46856,yqhD,18,1406.94,42052.7894700001,1660.8880790925,562.0032790039,1579.5949191126,423.6391945003
Q46868,yqiC,6,359.34,11251.07678,808.1886750548,852.8784729801,921.0553814562,797.1400702857
P0AA63,yqjA,1,42.59,24551.31261,11.7283220408,7.6889473754,38.2272150924,10.9314860346
P42616,yqjC,2,83.53,13879.22512,120.8198098513,161.2374846876,326.8661907342,78.6459893015
P64581,yqjD,3,289.93,11026.85535,3120.6448740898,4065.0261885494,7948.5128712758,4284.1571897412
P64585,yqjE,2,99.53,15119.20843,81.8381537276,96.6743227698,86.544867875,64.6322559788
P42620,yqjG,12,600.99,37344.6141400001,150.3562537703,174.9252283179,869.8770191877,401.1608103578
Q46871,yqjH,7,341.29,28835.53263,425.3304550424,487.7542848481,361.7960904013,480.673445419
P64588,yqjI,3,108.42,23368.57134,107.7729668132,95.7349928865,94.9531536181,115.4227842245
Q47710,yqjK,1,63.2,11785.31696,77.024335952,70.439910824,102.4827045334,72.1974544594
P64596,yraP,9,611.22,19997.67198,740.8051458697,640.1842670833,835.6471904766,735.0612472797
P45468,yraQ,1,57.57,37213.82031,54.9081249991,86.6956019972,99.6144201846,25.0230664921
P45469,yraR,1,93.43,23164.99638,1.2022903935,19.9143714223,252.7647287873,90.558682515
P0A9W6,yrbA,3,151.14,9427.72188,663.4458691278,551.9142138945,350.9706568433,476.2158521816
P45800,yrfF,5,177.55,79421.8474100003,20.986512207,56.9677772634,97.0764502485,76.2407369359
P64636,yrfG,1,80.88,25364.60422,49.3308936786,35.4188836097,3.1139380745,12.3749339353
P56262,ysgA,7,439.63,29388.78696,701.1550314893,1062.9625703259,610.8457364551,887.1359129483
P39310,ytfB,6,228.72,23472.89561,254.4294080577,292.9293676246,814.4909085429,510.6763923632
P39187,ytfJ,2,121.19,20389.71435,30.2315751961,113.867422547,245.4212414354,72.0807027901
P0AE45,ytfL,1,58.58,49712.7291600001,13.8600179835,20.4786639077,11.3356756959,31.9608477359
P0ADE4,ytfM,4,208.08,64738.0762800003,42.2933307243,29.979146989,47.5821958078,38.7302096575
P39321,ytfN,6,272.84,136677.026620001,23.7572492153,14.2486254198,23.7934991933,20.215880499
P39325,ytfQ,13,819.09,34304.83484,561.6762830416,1047.8014726236,5026.5731718838,2241.330621946
