bnumber	description	gene name	GLC_BATCH_mu=0.58_S	LB_BATCH_mu=1.9_S	GLYC+AA_BATCH_mu=1.27_S	ACE_BATCH_mu=0.3_S	FUM_BATCH_mu=0.42_S	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.12_S	Stationary phase 1 day	Stationary phase 3 days	GLC+SALTS_BATCH_mu=0.55_S	GLC@42deg_BATCH_mu=0.66_S	GLC@pH6_BATCH_mu=0.63_S	XYL_BATCH_mu=0.55_S	MAN_BATCH_mu=0.47_S	GAL_BATCH_mu=0.26_S	SUCC_BATCH_mu=0.44_S	FRU_BATCH_mu=0.65_S
b4280	Uncharacterized oxidoreductase yjhC OS=Escherichia coli (strain K12) GN=yjhC PE=3 SV=2	yjhC	0.000657	0.0106		0.0013	0.00189	0.00156	0.00125	0.00172	0.0017	0.000413	0.00121	0.00171	0.00000861	0.00000629	0.000779	0.000542	0.000994			0.000896	0.00158	
b4287	Fe(3+) dicitrate transport ATP-binding protein FecE OS=Escherichia coli (strain K12) GN=fecE PE=1 SV=1	fecE	0.000645	0.0111		0.0000815	0.000297	0.000356	0.000285	0.000224	0.000249	0.0000579	0.000214	0.000111	0.000773	0.0000866	0.000151	0.0017	0.00047			0.0000651	0.000215	
b4290	Fe(3+) dicitrate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fecB PE=3 SV=3	fecB	0.0006	0.0297		0.000226	0.000276	0.000618	0.000151	0.000384	0.000282	0.000348	0.000477	0.000425	0.0000617	0.000471	0.000363	0.000835	0.000539			0.000148	0.000199	
b4291	Fe(3+) dicitrate transport protein fecA OS=Escherichia coli (strain K12) GN=fecA PE=1 SV=2	fecA	0.000222	0.000499	0.000127	0.000582	0.000272	0.000247	0.000274	0.000568	0.000175	0.000295	0.000155	0.000147	0.00136	0.00137	0.00167	0.00203	0.00211	0.000896	0.000641	0.000458	0.000528	0.00017
b4292	Protein fecR OS=Escherichia coli (strain K12) GN=fecR PE=4 SV=1	fecR	0.000176	0.000033		0.0000726	0.000465	0.000204	0.000175	0.000196	0.000158	0.000325	0.0000755	0.0000602	0.00000275	0.0000125	0.000547	0.00505	0.000801			0.000077	0.0000812	
b4295	Uncharacterized transcriptional regulator yjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	yjhU	0.000444	0.000872	0.00129	0.000203	0.000566	0.000848	0.000591	0.000445	0.00138	0.0011	0.00102	0.000934	0.000469	0.000393	0.000284	0.000181	0.00053	0.000907	0.000953	0.000679	0.000756	0.00132
b4298	Uncharacterized protein yjhH OS=Escherichia coli (strain K12) GN=yjhH PE=3 SV=2	yjhH	0.00143	0.000844		0.000862	0.0000458	0.000632	0.000693	0.000896	0.001	0.00226	0.000753	0.000697	0.0000584	0.000059	0.000148	0.0000277	0.0000321			0.000133	0.000924	
b4302	Putative phosphotransferase IIA component sgcA OS=Escherichia coli (strain K12) GN=sgcA PE=3 SV=1	sgcA	0.000228	0.000989		0.000276	0.000812	0.000573	0.000326	0.000285	0.000109	0.00236	0.0000768	0.00275	0.00221	0.000447	0.000427	0.000426	0.000214			0.000427	0.000722	
b4303	Putative sgc region protein SgcQ OS=Escherichia coli (strain K12) GN=sgcQ PE=1 SV=1	sgcQ	0.0000499	0.00004	0.0000188	0.00000592	0.00000386	0.000326	0.00000372	0.0000244	0.00000174	0.0000118	0.00000745	0.00159	0.000589	0.000211	0.000187	0.0000629	0.000000507	0.0000516	0.000116	0.000053	0.0000584	0.0000588
b4305	Putative aminopeptidase sgcX OS=Escherichia coli (strain K12) GN=sgcX PE=3 SV=3	sgcX	0.000328	0.000373	0.00038	0.000345	0.000461	0.000836	0.000353	0.000245	0.000129	0.000583	0.00124	0.0112	0.000434	0.00065	0.0000675	0.000638	0.000126	0.00019	0.000177	0.000239	0.00018	0.000362
b4310	N-acetylneuraminate epimerase OS=Escherichia coli (strain K12) GN=nanM PE=1 SV=2	nanM	0.00043	0.00259		0.000839	0.000214	0.000164	0.000507	0.000551	0.000955	0.00149	0.00165	0.00187	0.00399	0.00134	0.000541	0.000424	0.00109			0.00113	0.000245	
b4316	Chaperone protein fimC OS=Escherichia coli (strain K12) GN=fimC PE=1 SV=3	fimC	0.0000219	0.000371	0.000000621	0.0000656	0.0000185	0.0000124	0.000000427	0.0000004	0.0000119	0.000000384	0.0000115	0.0000262	0.000000257	0.0000179	0.000141	0.000000476	0.000263	0.000000447	0.0000369	0.000000351	0.0000455	0.000000472
b4320	Protein fimH OS=Escherichia coli (strain K12) GN=fimH PE=1 SV=2	fimH	0.000866	0.00113		0.0000807	0.000122	0.000778	0.00149	0.000038	0.000415	0.00181	0.000204	0.000996	0.00595	0.00252	0.00129	0.000391	0.00044			0.000301	0.0008	
b4322	Mannonate dehydratase OS=Escherichia coli (strain K12) GN=uxuA PE=1 SV=2	uxuA	0.0294	0.141	0.0639	0.0258	0.0378	0.0333	0.0367	0.0247	0.031	0.0357	0.0431	0.0386	0.0167	0.0118	0.0184	0.0218	0.0235	0.0213	0.0432	0.031	0.0284	0.0267
b4323	D-mannonate oxidoreductase OS=Escherichia coli (strain K12) GN=uxuB PE=3 SV=1	uxuB	0.00173	0.0162	0.00719	0.00276	0.00427	0.00365	0.00358	0.00257	0.00292	0.00433	0.0049	0.00333	0.000286	0.000245	0.000999	0.00222	0.000798	0.00144	0.00787	0.00401	0.00421	0.00241
b4324	Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) GN=uxuR PE=4 SV=1	uxuR	0.000382	0.000559	0.000553	0.000427	0.000495	0.000444	0.000474	0.000507	0.000433	0.000554	0.000328	0.000414	0.000425	0.000395	0.000695	0.00154	0.00115	0.000604	0.00062	0.000651	0.00107	0.00137
b4328	Isoaspartyl dipeptidase OS=Escherichia coli (strain K12) GN=iadA PE=1 SV=1	iadA	0.0152	0.0348	0.029	0.00793	0.0085	0.00929	0.00812	0.00696	0.00756	0.00631	0.00408	0.00316	0.00765	0.00892	0.0161	0.014	0.0142	0.0129	0.00731	0.00412	0.00994	0.00986
b4331	RNA 2'-phosphotransferase OS=Escherichia coli (strain K12) GN=kptA PE=3 SV=2	kptA	0.0000526	0.00000694		0.0000146	0	0	0.0000171	6.77E-008	0.00000861	0.00000437	0	0.000153	0.00000121	0	0.0000461	0.00011	0			0.00000646	0.00000712	
b4335	Uncharacterized protein yjiM OS=Escherichia coli (strain K12) GN=yjiM PE=4 SV=2	yjiM	0.00000883	0.000000895	0.0000153	0.0000173	0.000000508	0.00000053	0.000000534	0.00000126	0.00000289	0.00000303	0.00000185	0.0000291	0.000000323	0.000000321	0.00000365	0.000000609	0.000000601	0.000000562	0.000000542	0.0000168	0.0000117	0.0000362
b4348	Type-1 restriction enzyme EcoKI specificity protein OS=Escherichia coli (strain K12) GN=hsdS PE=1 SV=1	hsdS	0.00164	0.00565	0.0017	0.000474	0.000887	0.000871	0.00121	0.00107	0.0016	0.0014	0.000799	0.000714	0.000379	0.000272	0.000501	0.00186	0.000601	0.000495	0.000976	0.000242	0.000927	0.00116
b4349	Type I restriction enzyme EcoKI M protein OS=Escherichia coli (strain K12) GN=hsdM PE=1 SV=1	hsdM	0.034	0.0756	0.0489	0.0104	0.0198	0.0213	0.0222	0.0193	0.0181	0.0127	0.00944	0.00785	0.00575	0.00906	0.0177	0.0376	0.0189	0.0237	0.0168	0.012	0.0221	0.0272
b4350	Type I restriction enzyme EcoKI R protein OS=Escherichia coli (strain K12) GN=hsdR PE=3 SV=3	hsdR	0.000937	0.00797	0.00367	0.00108	0.00226	0.00137	0.00145	0.00122	0.00161	0.00108	0.000649	0.00115	0.000809	0.000295	0.000354	0.000478	0.000194	0.00124	0.00191	0.00145	0.0027	0.00137
b4351	Mrr restriction system protein OS=Escherichia coli (strain K12) GN=mrr PE=1 SV=1	mrr	0.0019	0.0066	0.00564	0.0022	0.00251	0.00314	0.00316	0.00331	0.00314	0.00276	0.00206	0.00128	0.000443	0.000383	0.00175	0.00283	0.00158	0.00228	0.00288	0.00114	0.00265	0.00274
b4352	Uncharacterized GTP-binding protein YjiA OS=Escherichia coli (strain K12) GN=yjiA PE=1 SV=3	yjiA	0.00974	0.0266	0.0158	0.0124	0.0123	0.0149	0.0159	0.032	0.0114	0.00991	0.00864	0.00602	0.00508	0.00493	0.0102	0.0132	0.0112	0.012	0.0136	0.00972	0.0137	0.0129
b4353	Uncharacterized protein yjiX OS=Escherichia coli (strain K12) GN=yjiX PE=4 SV=1	yjiX	0.000311	0.00227		0.0000211	0.0000998	0.000484	0.0000156	0.00102	0.00000936	0.00182	0.0000232	0.0000187	0.000134	0.0000935	0.0000598	0.000025	0.0000418			0.0000142	0.0000118	
b4354	Inner membrane protein YjiY OS=Escherichia coli (strain K12) GN=yjiY PE=1 SV=2	yjiY	0.00179	0.0589	0.0035	0.000651	0.00062	0.000915	0.00175	0.133	0.00105	0.000739	0.000879	0.000728	0.00497	0.00519	0.00448	0.000961	0.0167	0.00143	0.00188	0.00128	0.00141	0.0024
b4355	Methyl-accepting chemotaxis protein I OS=Escherichia coli (strain K12) GN=tsr PE=1 SV=2	tsr	0.00000778	0.0000707	0.0000499	0.0000318	0.000000451	0.0000766	0.000015	0.0000279	0.00128	0.00308	0.000488	0.00000963	0.000000287	0.000000285	0.000000503	0.000000541	0.000023	0.0000226	0.0000263	0.0000105	0.000117	0.0000659
b4359	Phosphoglycerol transferase I OS=Escherichia coli (strain K12) GN=mdoB PE=3 SV=2	mdoB	0.011	0.0243	0.021	0.00772	0.013	0.00908	0.0125	0.016	0.0138	0.0132	0.0108	0.00808	0.00632	0.00565	0.00396	0.00968	0.00585	0.00983	0.0168	0.00625	0.0142	0.0159
b4360	Uncharacterized protein yjjA OS=Escherichia coli (strain K12) GN=yjjA PE=4 SV=3	yjjA	0.00607	0.0115	0.00734	0.00328	0.00563	0.00546	0.00645	0.0059	0.00412	0.00381	0.00329	0.00321	0.00226	0.000841	0.0078	0.00712	0.00841	0.00644	0.00511	0.00512	0.00519	0.00592
b4361	DNA replication protein dnaC OS=Escherichia coli (strain K12) GN=dnaC PE=1 SV=1	dnaC	0.00275	0.00308		0.00201	0.00176	0.00251	0.00159	0.00141	0.00227	0.00149	0.00108	0.00104	0.000408	0.00012	0.00253	0.00282	0.00255			0.00144	0.00141	
b4362	Primosomal protein 1 OS=Escherichia coli (strain K12) GN=dnaT PE=1 SV=2	dnaT	0.00178	0.00451	0.00284	0.00121	0.00125	0.00135	0.0012	0.0012	0.000968	0.000872	0.000371	0.000198	0.000782	0.000407	0.00175	0.00335	0.00173	0.00305	0.00226	0.00185	0.002	0.00268
b4367	Ferric iron reductase protein fhuF OS=Escherichia coli (strain K12) GN=fhuF PE=1 SV=1	fhuF	0.0000265	0.000054	0.000036	0.0000321	0.000112	0.000135	0.000312	0.0000899	0.00015	0.0000209	0.0000356	0.0000487	0.000164	0.0000495	0.00384	0.00123	0.00263	0.0022	0.000448	0.000421	0.000725	0.000663
b4371	Ribosomal RNA small subunit methyltransferase C OS=Escherichia coli (strain K12) GN=rsmC PE=1 SV=3	rsmC	0.0415	0.0313	0.0396	0.0194	0.0246	0.0258	0.0314	0.0261	0.0258	0.0186	0.0154	0.0144	0.0133	0.0104	0.0229	0.0332	0.0316	0.0284	0.0217	0.0249	0.0304	0.0387
b4372	DNA polymerase III subunit psi OS=Escherichia coli (strain K12) GN=holD PE=1 SV=1	holD	0.000653	0.00086	0.000896	0.000155	0.000157	0.000135	0.00000102	0.000382	0.000328	0.000162	0.000118	0.000096	0.000882	0.000679	0.000485	0.000172	0.00186	0.000032	0.000902	0.00039	0.000497	0.000577
b4373	Ribosomal-protein-alanine acetyltransferase OS=Escherichia coli (strain K12) GN=rimI PE=3 SV=1	rimI	0.00123	0.00151	0.00172	0.00145	0.00167	0.00212	0.00202	0.00162	0.00128	0.00129	0.000749	0.000703	0.000383	0.000399	0.00248	0.00135	0.00157	0.00287	0.00257	0.00169	0.00196	0.00251
b4374	Pyrimidine 5'-nucleotidase YjjG OS=Escherichia coli (strain K12) GN=yjjG PE=1 SV=1	yjjG	0.00275	0.00283	0.00476	0.000376	0.00132	0.000874	0.00139	0.00125	0.00131	0.000521	0.000398	0.000293	0.000149	0.0000436	0.000946	0.0024	0.000964	0.00133	0.00099	0.000779	0.00109	0.00146
b4375	Peptide chain release factor 3 OS=Escherichia coli (strain K12) GN=prfC PE=1 SV=2	prfC	0.0815	0.136	0.144	0.0397	0.0452	0.046	0.0497	0.0469	0.0426	0.0285	0.0235	0.0218	0.0172	0.0186	0.0459	0.0729	0.0543	0.0468	0.0418	0.0279	0.0507	0.0601
b4376	Osmotically-inducible protein Y OS=Escherichia coli (strain K12) GN=osmY PE=1 SV=1	osmY	0.367	0.177	0.237	0.21	0.127	0.319	0.182	0.0928	0.178	0.11	0.105	0.0857	1.36	0.953	1.33	0.451	1.33	0.26	0.188	0.168	0.114	0.221
b4377	Uncharacterized protein yjjU OS=Escherichia coli (strain K12) GN=yjjU PE=3 SV=1	yjjU	0.000269	0.000388		0.000216	0.00117	0.000229	0.000141	0	0.0000922	0.0000225	0.00000911	0.0000222	0.00011	0.001	0.000684	0.000897	0.000772			0.0000609	0.000145	
b4378	Uncharacterized deoxyribonuclease yjjV OS=Escherichia coli (strain K12) GN=yjjV PE=1 SV=2	yjjV	0.00102	0.000985	0.00146	0.000617	0.000525	0.000686	0.000666	0.000395	0.000313	0.000281	0.000361	0.000379	0.00116	0.00111	0.00222	0.00102	0.00164	0.000907	0.000611	0.000697	0.000327	0.000352
b4381	Deoxyribose-phosphate aldolase OS=Escherichia coli (strain K12) GN=deoC PE=1 SV=1	deoC	0.0535	0.33	0.0594	0.0393	0.0378	0.0499	0.0385	0.0359	0.0407	0.0367	0.0372	0.0411	0.165	0.145	0.104	0.0931	0.127	0.067	0.0417	0.0401	0.0323	0.0424
b4382	Thymidine phosphorylase OS=Escherichia coli (strain K12) GN=deoA PE=1 SV=3	deoA	0.0106	0.122	0.00992	0.00744	0.00995	0.0118	0.00726	0.00956	0.00814	0.0091	0.00926	0.0106	0.0158	0.0171	0.0227	0.0166	0.0214	0.0143	0.0113	0.00963	0.0106	0.00965
b4383	Phosphopentomutase OS=Escherichia coli (strain K12) GN=deoB PE=1 SV=1	deoB	0.0745	0.44	0.123	0.0977	0.101	0.0907	0.0873	0.0756	0.0977	0.104	0.105	0.105	0.235	0.256	0.172	0.151	0.214	0.105	0.101	0.126	0.0927	0.0895
b4384	Purine nucleoside phosphorylase deoD-type OS=Escherichia coli (strain K12) GN=deoD PE=1 SV=2	deoD	0.119	0.803	0.306	0.0965	0.133	0.116	0.146	0.0941	0.131	0.116	0.109	0.093	0.0778	0.071	0.124	0.136	0.125	0.124	0.134	0.118	0.14	0.139
b4386	Lipoate-protein ligase A OS=Escherichia coli (strain K12) GN=lplA PE=1 SV=3	lplA	0.00392	0.00934	0.00819	0.00294	0.00414	0.00578	0.00467	0.00473	0.00412	0.0035	0.00249	0.00197	0.00194	0.00185	0.0063	0.00408	0.0031	0.0058	0.00417	0.00408	0.00511	0.00482
b4388	Phosphoserine phosphatase OS=Escherichia coli (strain K12) GN=serB PE=1 SV=1	serB	0.0109	0.0131	0.0138	0.00264	0.00455	0.00679	0.00699	0.00527	0.00502	0.00458	0.00398	0.0024	0.00282	0.00288	0.00689	0.00366	0.00626	0.00821	0.00595	0.00404	0.005	0.00838
b4389	DNA repair protein radA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1	radA	0.00321	0.00397	0.00365	0.00199	0.00216	0.00316	0.00272	0.00353	0.00368	0.00327	0.00283	0.00306	0.000383	0.00116	0.00195	0.00633	0.00369	0.0066	0.00274	0.00286	0.00272	0.00473
b4390	Trifunctional NAD biosynthesis/regulator protein NadR OS=Escherichia coli (strain K12) GN=nadR PE=1 SV=2	nadR	0.00123	0.00121	0.000832	0.00069	0.00108	0.00153	0.00138	0.00129	0.00183	0.00157	0.00162	0.00171	0.000652	0.000898	0.000864	0.00117	0.00111	0.00126	0.00128	0.00169	0.00111	0.00144
b4391	Uncharacterized ABC transporter ATP-binding protein YjjK OS=Escherichia coli (strain K12) GN=yjjK PE=1 SV=2	yjjK	0.266	0.475	0.509	0.165	0.253	0.255	0.283	0.234	0.269	0.188	0.144	0.139	0.107	0.111	0.198	0.35	0.201	0.249	0.298	0.19	0.294	0.319
b4392	Soluble lytic murein transglycosylase OS=Escherichia coli (strain K12) GN=slt PE=1 SV=1	slt	0.00974	0.0109	0.00849	0.0088	0.0118	0.00734	0.0133	0.0126	0.00714	0.0069	0.00666	0.00808	0.00785	0.00605	0.0117	0.0101	0.00757	0.0102	0.0106	0.00911	0.00905	0.00881
b4393	Trp operon repressor OS=Escherichia coli (strain K12) GN=trpR PE=1 SV=2	trpR	0.00342	0.00276	0.00166	0.00252	0.00466	0.00428	0.00333	0.00353	0.00332	0.00309	0.00313	0.00288	0.00249	0.00275	0.00447	0.00407	0.00422	0.00276	0.00329	0.00295	0.00335	0.00283
b4394	UPF0244 protein yjjX OS=Escherichia coli (strain K12) GN=yjjX PE=1 SV=2	yjjX	0.0125	0.0134		0.00709	0.00987	0.0122	0.00863	0.0062	0.00839	0.00695	0.00474	0.00414	0.00696	0.00256	0.00864	0.0116	0.0136			0.00647	0.00859	
b4395	Probable phosphoglycerate mutase gpmB OS=Escherichia coli (strain K12) GN=gpmB PE=1 SV=1	gpmB	0.0146	0.024	0.0239	0.0122	0.0173	0.0143	0.0144	0.0151	0.0133	0.0121	0.0103	0.00836	0.00209	0.00312	0.0125	0.0162	0.0143	0.0174	0.0179	0.0126	0.0221	0.0187
b4396	Right origin-binding protein OS=Escherichia coli (strain K12) GN=rob PE=1 SV=1	rob	0.00561	0.0102	0.00616	0.0063	0.00623	0.00593	0.00656	0.00534	0.00695	0.00724	0.00753	0.00868	0.00231	0.00384	0.00345	0.00733	0.00611	0.00368	0.0044	0.00482	0.00358	0.00433
b4397	Protein CreA OS=Escherichia coli (strain K12) GN=creA PE=4 SV=1	creA	0.00696	0.0126	0.00982	0.00394	0.0051	0.00515	0.00594	0.00568	0.00672	0.00668	0.00547	0.00688	0.00486	0.00483	0.00768	0.0128	0.007	0.00611	0.00518	0.00605	0.00553	0.00693
b4398	Transcriptional regulatory protein CreB OS=Escherichia coli (strain K12) GN=creB PE=3 SV=1	creB	0.000327	0.000423	0.000361	0.000313	0.000304	0.000206	0.000249	0.000237	0.000258	0.000229	0.00025	0.000227	0.0000203	0.00000914	0.000000457	0.000049	0.0000278	0.0000124	0.00000803	0.00000187	0.0000763	0.000112
b4401	Aerobic respiration control protein ArcA OS=Escherichia coli (strain K12) GN=arcA PE=1 SV=1	arcA	0.152	0.247	0.204	0.138	0.194	0.203	0.179	0.136	0.168	0.199	0.197	0.194	0.183	0.187	0.212	0.205	0.354	0.151	0.195	0.27	0.193	0.152
b4403	Uncharacterized tRNA/rRNA methyltransferase LasT OS=Escherichia coli (strain K12) GN=lasT PE=3 SV=2	lasT	0.00292	0.00418	0.00714	0.00106	0.00193	0.00276	0.00219	0.0011	0.00215	0.00156	0.00143	0.00109	0.00101	0.000715	0.00197	0.00302	0.00274	0.0026	0.00241	0.00175	0.00161	0.00215
b4406	UPF0253 protein yaeP OS=Escherichia coli (strain K12) GN=yaeP PE=1 SV=1	yaeP	0.0179	0.0289	0.0221	0.0157	0.0155	0.0205	0.0188	0.0164	0.0226	0.0237	0.0221	0.0209	0.0116	0.00781	0.0271	0.0344	0.0335	0.0187	0.0129	0.02	0.0101	0.0149
b4411	Entericidin B OS=Escherichia coli (strain K12) GN=ecnB PE=3 SV=1	ecnB	0.284	0.063	0.176	0.332	0.404	0.554	0.324	0.169	0.342	0.43	0.399	0.424	1.25	1.2	0.785	0.326	0.544	0.271	0.336	0.475	0.3	0.212
b4467	Glycolate oxidase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=glcF PE=4 SV=1	glcF	0.0000199	0.000219	0.0000303	0.00239	0.000479	0.000317	0.000262	0.000000578	0.00012	0.000642	0.000623	0.000943	0.000000263	0.00000937	0.000000465	0.00000395	0.00000578	0.000000468	0.0000719	0.000114	0.000137	0.0000263
b4468	Glycolate oxidase subunit glcE OS=Escherichia coli (strain K12) GN=glcE PE=4 SV=1	glcE	0.000000544	0.000192	0.000000738	0.00144	0.0000447	0.00000441	0.000000503	0.000000475	0.000000517	0.000000456	0.000000391	0.000000353	0.000000306	0.000000301	0.000000533	0.000000566	0.000000556	0.000000534	0.000000507	0.000000418	0.000000495	0.000000562
b4469	UPF0313 protein ygiQ OS=Escherichia coli (strain K12) GN=ygiQ PE=3 SV=3	ygiQ	0.0000139	0.0012		0.00000507	0.0000622	0.00000819	0.0000465	0.0000247	0.00000328	0.0000692	0.00001	0.00000409	0.0000402	0.0000131	0.0000145	0.0000408	0.0000126			0.00000627	0.0000126	
b4470	UPF0597 protein yhaM OS=Escherichia coli (strain K12) GN=yhaM PE=3 SV=3	yhaM	0.000515	0.00259	0.000877	0.000329	0.000347	0.00048	0.000716	0.000695	0.000356	0.000361	0.000186	0.000272	0.0000809	0.000188	0.000309	0.000655	0.000238	0.000483	0.00075	0.000488	0.00069	0.000568
b4472	Uncharacterized protein yhdP OS=Escherichia coli (strain K12) GN=yhdP PE=4 SV=4	yhdP	0.000168	0.000761	0.000605	0.000266	0.000377	0.000482	0.000313	0.000411	0.000633	0.000515	0.000468	0.000399	0.000744	0.0000406	0.000363	0.00147	0.00107	0.000874	0.000573	0.000417	0.000633	0.000606
b4477	2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Escherichia coli (strain K12) GN=dgoA PE=1 SV=1	dgoA	0.000000685	0.00000105	0.000000933	0.000000556	0.0000106	0.000000629	0.000000654	0.000000596	0.000000644	0.00000057	0.000000498	0.000000447	0.000000385	0.00000038	0.000000672	0.000000719	0.000000699	0.000000674	0.000000644	0.00286	0.000000627	0.000000708
b4478	D-galactonate dehydratase OS=Escherichia coli (strain K12) GN=dgoD PE=1 SV=1	dgoD	0.000659	0.000898	0.000519	0.000278	0.000351	0.000528	0.000396	0.000239	0.000325	0.000554	0.00107	0.000706	0.00029	0.000203	0.000233	0.000505	0.000472	0.00058	0.00105	0.0476	0.000821	0.000845
b4479	Galactonate operon transcriptional repressor OS=Escherichia coli (strain K12) GN=dgoR PE=4 SV=4	dgoR	0.00181	0.00221	0.00192	0.00229	0.00246	0.00199	0.00168	0.00283	0.0035	0.00345	0.00327	0.00297	0.000528	0.000228	0.00101	0.00081	0.000853	0.000604	0.00119	0.00119	0.000988	0.000841
b4480	HTH-type transcriptional regulator hdfR OS=Escherichia coli (strain K12) GN=hdfR PE=3 SV=1	hdfR	0.00384	0.0095		0.00256	0.00824	0.0043	0.00342	0.00263	0.00247	0.00165	0.00936	0.000725	0.00043	0.000461	0.00616	0.00532	0.00477			0.00129	0.00328	
b4481	4-alpha-L-fucosyltransferase OS=Escherichia coli (strain K12) GN=wecF PE=1 SV=2	wecF	0.000333	0.000935	0.000682	0.000211	0.000302	0.000405	0.000463	0.000326	0.00036	0.000225	0.000236	0.000257	0.0000299	0.000173	0.00036	0.000945	0.00044	0.000663	0.0004	0.000304	0.000387	0.000652
b4483	Deoxyribonuclease tatD OS=Escherichia coli (strain K12) GN=tatD PE=1 SV=3	tatD	0.000494	0.00119		0.00038	0.00108	0.000635	0.00054	0.000621	0.00028	0.00101	0.000859	0.000186	0.000104	0.0000494	0.000132	0.000498	0.0000864			0.000268	0.00041	
b4484	Periplasmic protein CpxP OS=Escherichia coli (strain K12) GN=cpxP PE=1 SV=1	cpxP	0.0103	0.00397	0.00402	0.0155	0.0221	0.00489	0.0233	0.0466	0.00309	0.00415	0.0044	0.00404	0.000334	0.000297	0.00211	0.0165	0.000987	0.0055	0.0163	0.00955	0.0127	0.0109
b4485	Uncharacterized ABC transporter ATP-binding protein YtfR OS=Escherichia coli (strain K12) GN=ytfR PE=3 SV=1	ytfR	0.0000309	0.000157	0.000399	0.000119	0.0002	0.0000391	0.000169	0.0000611	0.000177	0.000203	0.000332	0.00119	0.00139	0.0000497	0.000000503	0.0000382	0.000123	0.00000623	0.00000308	0.0000372	0.0000525	0.00000423
b4488	Acetolactate synthase isozyme 2 large subunit OS=Escherichia coli (strain K12) GN=ilvG PE=1 SV=3	ilvG	0.00514	0.00431	0.00219	0.00129	0.00283	0.00306	0.00346	0.00711	0.00225	0.000626	0.000314	0.000245	0.000092	0.0000443	0.00148	0.00604	0.000207	0.00586	0.002	0.000984	0.00276	0.00365
b4498	Galactitol utilization operon repressor OS=Escherichia coli (strain K12) GN=gatR PE=4 SV=2	gatR	0.00004	0.000314	0.0000455	0.000257	0.000155	0.0000462	0.0000872	0.0000459	0.0000852	0.000167	0.000101	0.000138	0.000000329	0.000000329	0.00000057	0.000000617	0.0000006	0.000000571	0.000000553	0.0000275	0.00000053	0.0000189
b4511	Uncharacterized protein ybdZ OS=Escherichia coli (strain K12) GN=ybdZ PE=4 SV=1	ybdZ	0.00145	0.000448	0.000915	0.000537	0.000401	0.000947	0.000512	0.000824	0.000671	0.000329	0.000302	0.000288	0.000805	0.0029	0.0158	0.00048	0.0014	0.00649	0.000252	0.00018	0.000902	0.000467
b4512	Uncharacterized protein ybdD OS=Escherichia coli (strain K12) GN=ybdD PE=4 SV=1	ybdD	0.00000985	0.0000915	0.0000302	0.0000302	0.0000128	0.00000396	0.000124	0.0000102	0.00000044	0.0000336	0.00000704	0.000000307	0.00000193	0.00000179	0.00000934	0.000000496	0.00000187	0.00000774	0.000000494	0.0000228	0.00000132	0.00000109
b4517	Protein gnsA OS=Escherichia coli (strain K12) GN=gnsA PE=3 SV=1	gnsA	0.0138	0.0319	0.0275	0.00551	0.00844	0.0115	0.0109	0.00763	0.00884	0.00473	0.00582	0.00339	0.00505	0.00604	0.0147	0.0155	0.016	0.0118	0.0121	0.00959	0.0106	0.0125
b4518	Uncharacterized protein ymdF OS=Escherichia coli (strain K12) GN=ymdF PE=1 SV=1	ymdF	0.000161	0.0000559		0.000112	0.00012	0.000106	0.0000545	0.0000223	0.0000454	0.000534	0.0000535	0.0000343	0.00000649	0.0107	0.000039	0.0000321	0.0000723			0.0000149	0.0000265	
b4523	Uncharacterized protein yciX OS=Escherichia coli (strain K12) GN=yciX PE=4 SV=2	yciX	0.0011	0.000821		0.000758	0.0017	0.00126	0.000741	0.000284	0.00138	0.00249	0.000829	0.000385	0.00039	0.000116	0.000554	0.000812	0.00116			0.000629	0.000262	
b4537	Uncharacterized protein yecJ OS=Escherichia coli (strain K12) GN=yecJ PE=4 SV=1	yecJ	0.00695	0.0144	0.0199	0.00338	0.00468	0.00585	0.00582	0.00573	0.00566	0.00365	0.00274	0.00147	0.00492	0.00199	0.00982	0.0089	0.00564	0.00691	0.00739	0.00242	0.0083	0.0127
b4546	Uncharacterized protein ypeB OS=Escherichia coli (strain K12) GN=ypeB PE=4 SV=1	ypeB	0.000558	0.00109	0.00102	0.000303	0.000315	0.000387	0.000393	0.000148	0.000381	0.000281	0.000253	0.000156	0.0000381	0.0000404	0.000413	0.000208	0.000337	0.000353	0.0002	0.000246	0.000343	0.000312
b4551	Uncharacterized protein yheV OS=Escherichia coli (strain K12) GN=yheV PE=4 SV=1	yheV	0.00572	0.00405		0.00277	0.00688	0.00556	0.00361	0.00039	0.00382	0.00137	0.000748	0.00269	0.00156	0.000206	0.00786	0.00538	0.00821			0.00289	0.00392	
